source_type,id,ai_summary,ai_tag,content,created_at,creator,description,image_url,link,pub_date,seq,source_id,source_name,title,updated_at,ai_org,ai_region,article_id,category,country,datatype,is_duplicate,fetched_at,keywords,language,pub_date_tz,sentiment,sentiment_stats,source_icon,source_priority,source_url,video_url
NEWSDATA,5f20da02-221c-4753-854a-b17c4cb785ed,,,ONLY AVAILABLE IN PAID PLANS,,daniel xu,"The ASSU Elections Commission announced Jared Hammerstrom ’27 and Celeste Vargas ’27 as the winners of this year's Executive race. The pair will be joined by nine new Undergraduate Senators, 13 Graduate School Council representatives and 12 class presidents. The post ASSU 2026 election results: Hammerstrom and Vargas elected president, vice president appeared first on The Stanford Daily .",https://stanforddaily.com/wp-content/uploads/2026/04/FARM-RAISED.png,https://stanforddaily.com/2026/04/18/assu-2026-election-results/,,,stanforddaily,The Stanford Daily,"ASSU 2026 election results: Hammerstrom and Vargas elected president, vice president",,,,657dac70a7c86482bcc1d1ef06d91492,"politics,top",united states of america,,false,,election,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/stanforddaily.png,67541,http://stanforddaily.com,
NEWSDATA,90cb84a5-d76f-44a8-acba-719093b80e89,"There is no article provided. Please paste the article you would like me to summarize, and I will do my best to help.",,ONLY AVAILABLE IN PAID PLANS,,marcus rivera,"Ambition compounds like debt, and somewhere in your late thirties the bill arrives addressed to a person you no longer quite recognize. What the burnout research actually says about why goals stop feeling like destinations. The post Ambition has a shelf life nobody warns you about. One day the thing you chased stops feeling like a destination and starts feeling like a debt. appeared first on Space Daily .",https://spacedaily.com/wp-content/uploads/2026/04/ambition-has-a-shelf-life-nobody-warns-y.jpg,https://spacedaily.com/sd-a-ambition-has-a-shelf-life-nobody-warns-you-about-one-day-the-thing-you-chased-stops-feeling-like-a-destination-and-starts-feeling-like-a-debt/,,,spacedaily,Spacedaily,Ambition has a shelf life nobody warns you about. One day the thing you chased stops feeling like a destination and starts feeling like a debt.,,,,70ae4b6f131977fd79433fd411566d3a,science,"australia,india,united states of america,germany,china,russia",,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/spacedaily.png,22842,http://www.spacedaily.com,
NEWSDATA,3f64cd93-580d-4cb6-b640-18052a67a121,,,ONLY AVAILABLE IN PAID PLANS,,ap news,"Four decades on, Chernobyl remains too dangerous for humans. But the wildlife has moved back in. Wolves now prowl the vast no-man’s-land spanning Ukraine and Belarus, and brown bears have returned after more than a century.",https://dims.apnews.com/dims4/default/9aed8ce/2147483647/strip/false/crop/1280x720+0+0/resize/980x551!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2Ff4%2Fa9%2F5a6832880feec40c34c36b1b1965%2Fukr-war-chernobyl-nature-20260419cr-1920x1080.jpg,https://apnews.com/video/chernobyls-radioactive-landscape-testament-to-natures-resilience-dc53d15fa3ac47c4992ce3cdaa49245e,,,apnews,Apnews,Chernobyl's radioactive landscape testament to nature’s resilience,,,,17b01ceac6674361258173a4b537598c,environment,united states of america,,false,,"animals,deer,belarus,general news,vasilisa stepanenko,russia-ukraine war,science,mongolia,media api video,zoology,national parks,ukraine",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/apnews.png,110,https://apnews.com,https://cdn.jwplayer.com/videos/rkGI0c7J.mp4
NEWSDATA,ffffa313-e713-482f-8161-d5351a1f63be,There is no article provided for me to summarize.,,ONLY AVAILABLE IN PAID PLANS,,,,https://gonintendo.com/attachments/image/79643/file/medium-2d76aeb08eb899580837358aba04e2f2.webp,https://gonintendo.com/contents/60020-bayonetta-creator-explains-what-happens-at-the-end-of-bayonetta-3-and-discusses,,,gonintendo,Gonintendo,"Bayonetta creator explains what happens at the end of Bayonetta 3, and discusses series' lore",,,,87948fd623c4ad9ddce41aa8ed4e634c,"entertainment,top",united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/gonintendo.png,97652,https://gonintendo.com,
NEWSDATA,da716c9a-3456-45bb-9e54-fad84fd345bc,,,ONLY AVAILABLE IN PAID PLANS,,wsyx6,"President Donald Trump revealed that NATO offered assistance, but he declined, stating their help was not needed when critical, and asserting that the US does not require their support. The comments come as tensions with Iran remain high over the Strait of Hormuz, with Iran claiming control has returned to its forces. Trump reiterated his stance on the US blockade and its potential continuation, hinting at a possible end to the Iran ceasefire if no agreement is reached. Separately, a shooting in downtown Columbus resulted in one fatality and one injury.",https://i.headtopics.com/images/2026/4/19/wsyx6/trump-declines-nato-aid-stresses-us-self-reliance--trump-declines-nato-aid-stresses-us-self-reliance--A9B0805AAFDDB8E869031C43ED1AB4BF.webp,https://us.headtopics.com/news/trump-declines-nato-aid-stresses-us-self-reliance-amidst-82398502,,,headtopics,Headtopics,"Trump Declines NATO Aid, Stresses US Self-Reliance Amidst Iran Tensions",,,,78cfef056d9c7493bcf27fbf5bdc02a3,"politics,top",united states of america,,false,,"nato,iran,us foreign policy,donald trump,strait of hormuz,world news",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,4a55af17-3b51-4ae3-99a2-bf83c582420f,"There is no article provided. Please provide the article you would like me to summarize, and I will do my best to assist you. I will then suggest a few relevant tags separated by commas.",,ONLY AVAILABLE IN PAID PLANS,,mynorthwest,"Hedge fund manager turned liberal activist Tom Steyer is reportedly spending over $115 million on advertising in the California gubernatorial race, dwarfing his competitors and drawing accusations of attempting to buy the election. Despite his massive spending, Steyer has not yet secured a decisive lead in the polls.",https://i.headtopics.com/images/2026/4/19/mynorthwest/billionaire-activist-tom-steyer-dominates-californ-billionaire-activist-tom-steyer-dominates-californ-5ADCE337C72D6DE7A7640E9E1EBA1788.webp,https://us.headtopics.com/news/billionaire-activist-tom-steyer-dominates-california-82398501,,,headtopics,Headtopics,Billionaire Activist Tom Steyer Dominates California Governor's Race Advertising,,,,300b0e617ba93760dae58ac85df50807,"business,top",united states of america,,false,,"california governor's race,political advertising,politics,election spending,campaign finance,tom steyer",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,8417bf66-d2fd-475f-b922-c616d2d496b6,,,ONLY AVAILABLE IN PAID PLANS,,wsyx6,"The U.S. Coast Guard Cutter Stone offloaded over 3,800 pounds of cocaine, valued at an estimated $28.7 million, at Base Miami Beach. The seizure resulted from two interdictions in international waters of the Eastern Pacific Ocean as part of Operation Pacific Viper, a federal initiative to disrupt drug trafficking from Central and South America. This operation has led to the seizure of over 215,000 pounds of cocaine and the detention of 160 suspected traffickers.",https://i.headtopics.com/images/2026/4/19/wsyx6/u-s-coast-guard-offloads-28-7-million-in-cocaine-s-u-s-coast-guard-offloads-28-7-million-in-cocaine-s-D21E126EE21345D891324B6EC820F7A4.webp,https://us.headtopics.com/news/u-s-coast-guard-offloads-28-7-million-in-cocaine-seized-82398499,,,headtopics,Headtopics,U.S. Coast Guard Offloads $28.7 Million in Cocaine Seized in Eastern Pacific,,,,dcc8e9fb7575d4cf86f80bcf1d1ecd3c,"crime,top",united states of america,,false,,"operation pacific viper,crime & justice,u.s. coast guard,drug trafficking,cocaine seizure,eastern pacific ocean",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,10113797-8401-477a-9871-7d31c154e18a,,,ONLY AVAILABLE IN PAID PLANS,,obituaries,"FORTUNES ROCKS BEACH - The Patriarch of the Philbrook Family, Malcolm Winter Philbrook, born Feb. 18, 1934 died on April 7, ...",https://www.pressherald.com/wp-content/uploads/sites/4/2026/04/philbrook-592277.jpg?w=196,https://www.pressherald.com/2026/04/19/obituarymalcolm-winter-philbrook-2/,,,pressherald,The Portland Press Herald,Obituary: Malcolm Winter Philbrook,,,,bf584a8fc1f294279bf027b6626c901c,"lifestyle,top",united states of america,,false,,"user_need: none,none,obituaries",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/pressherald.png,251207,https://www.pressherald.com,
NEWSDATA,eb52cdeb-841d-41e4-bb59-7d1f581c2018,"There is no article provided for me to summarize. Please share the article you would like me to summarize, and I will happy to assist you with a summary and tagging suggestions.",,ONLY AVAILABLE IN PAID PLANS,,nypost,"It was the key to this 113-102 victory, the Knicks ramping up their defensive intensity and shutting down Atlanta after halftime.",https://i.headtopics.com/images/2026/4/19/nypost/knicks-defense-locked-in-to-shut-down-hawks-in-per-knicks-defense-locked-in-to-shut-down-hawks-in-per-9D50E599A0F379197BC180D8280BEAA9.webp,https://us.headtopics.com/news/knicks-defense-locked-in-to-shut-down-hawks-in-performance-82398538,,,headtopics,Headtopics,Knicks' defense locked in to shut down Hawks in performance they can only hope to repeat,,,,3715c05158e6843613c216698ff67405,"sports,top",united states of america,,false,,"miles mcbride,nba,sports,atlanta hawks,new york knicks,nba playoffs 2026,nba playoffs",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,49fac38b-b5c2-482b-a875-ecfa7899110e,,,ONLY AVAILABLE IN PAID PLANS,,cnnbrk,"As many in Hungary celebrated the defeat of Viktor Orbán last weekend, others, who have consumed little but state media for the past decade, felt crippling fear.",https://i.headtopics.com/images/2026/4/19/cnnbrk/viktor-orb-n-built-a-propaganda-machine-hungary-s--viktor-orb-n-built-a-propaganda-machine-hungary-s--B58FF8D9D03F7DE6F6269E0F33B3F9F9.webp,https://us.headtopics.com/news/viktor-orb-n-built-a-propaganda-machine-hungary-s-next-82398558,,,headtopics,Headtopics,Viktor Orbán built a ‘propaganda machine.’ Hungary’s next leader must dismantle it,,,,e1fcb275a1dbaaab3f286965e3314735,"politics,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,80612111-4203-4cdc-bcda-ce99c10f0d65,"You haven't provided the article yet. Please paste the article you'd like me to summarize, and I'll generate a summary and suggest a few tags for you.",,ONLY AVAILABLE IN PAID PLANS,,screenrant,Oscar-winning actor Russell Crowe is seeing an outstanding Rotten Tomatoes streak being extended with the release of his new wrestling movie.,https://i.headtopics.com/images/2026/4/19/screenrant/russell-crowe-extends-rotten-tomatoes-streak-with--russell-crowe-extends-rotten-tomatoes-streak-with--96AF1BFF2F468C2FE8835ECEFF4EDB8F.webp,https://us.headtopics.com/news/russell-crowe-extends-rotten-tomatoes-streak-with-new-82398543,,,headtopics,Headtopics,Russell Crowe Extends Rotten Tomatoes Streak With New Martial Arts Movie,,,,1ae44c30a6f9c29d85b62ac4b8fa9f1c,"entertainment,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,c2a32695-ef62-4fbc-affe-f0920d8cef6e,,,ONLY AVAILABLE IN PAID PLANS,,kgun9,"Jevon 'JJ' McKinney is a multimedia professional, dedicated to using his talents to give a platform to the voices of his community. He joined the KGUN team as a Multimedia Journalist in July of 2025.",https://i.headtopics.com/images/2026/4/19/kgun9/tucson-celebrates-indigenous-culture-and-history-o-tucson-celebrates-indigenous-culture-and-history-o-6B11FEFA038DB19B22BCD62102D087AC.webp,https://us.headtopics.com/news/tucson-celebrates-indigenous-culture-and-history-on-native-82398575,,,headtopics,Headtopics,Tucson celebrates Indigenous culture and history on Native Nations Day,,,,c968b514a55503f6c46c57e20e6786f5,"breaking,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,9aa47add-15fe-45e6-930b-97da15f298a8,"It seems like there's no article provided. Could you please share the text, and I'll be happy to summarize it and provide tags for you?",,ONLY AVAILABLE IN PAID PLANS,,abc7,Former President Barack Obama met privately with New York Mayor Zohran Mamdani before joining together to read to preschoolers at a child care center in the Bronx.,https://i.headtopics.com/images/2026/4/19/abc7/former-president-obama-meets-zohran-mamdani-in-new-former-president-obama-meets-zohran-mamdani-in-new-12438ADAE5A292B2DFAF808F0FEFB021.webp,https://us.headtopics.com/news/former-president-obama-meets-zohran-mamdani-in-new-york-82398615,,,headtopics,Headtopics,Former President Obama meets Zohran Mamdani in New York City before reading to preschoolers,,,,7481e0ccd735a6e38ff3ca129aaed49a,"politics,top",united states of america,,false,,18917240,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,3d2aec97-f451-4f58-81d7-4545e2b15552,,,ONLY AVAILABLE IN PAID PLANS,,foxla,"The Trump administration is reviewing 11 cases of missing or deceased scientists, including Southern California researchers Monica Jacinto Reza, Carl Grillmair, Frank Maiwald, and Michael David Hicks.",https://i.headtopics.com/images/2026/4/19/foxla/11-missing-or-dead-scientists-draw-federal-scrutin-11-missing-or-dead-scientists-draw-federal-scrutin-165F5AB88C7018D5E8B9DB046281C55E.webp,https://us.headtopics.com/news/11-missing-or-dead-scientists-draw-federal-scrutiny-82398607,,,headtopics,Headtopics,"11 missing or dead scientists draw federal scrutiny, including 4 tied to LA County",,,,8818adaa09aa762ba5c4eb0e11b23df4,"crime,top",united states of america,,false,,"crime publicsafety,science,us,air space,organization,missing persons,military,politics,ca,news,los angeles,pasadena,nm,nasa,los angeles county",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,ccaa8ea2-4862-46a7-abc0-a90b870df18b,I don't see an article provided for me to summarize. Could you please copy and paste the article or provide the text you would like me to work with?,,ONLY AVAILABLE IN PAID PLANS,,soompi,"Get ready for a big change in Kim Go Eun and Kim Jae Won’s relationship on tvN’s “Yumi’s Cells 3”! Based on the popular webtoon of the same name, “Yumi’s",https://i.headtopics.com/images/2026/4/19/soompi/kim-go-eun-and-kim-jae-won-s-relationship-undergoe-kim-go-eun-and-kim-jae-won-s-relationship-undergoe-81689A3862A807477CAF8B4A15DD79E1.webp,https://us.headtopics.com/news/kim-go-eun-and-kim-jae-won-s-relationship-undergoes-a-major-82398644,,,headtopics,Headtopics,Kim Go Eun And Kim Jae Won’s Relationship Undergoes A Major Shift In “Yumi’s Cells 3”,,,,b7555f6e99cfaca0530bd0c3d523cb5c,"entertainment,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,9cd78bea-f25d-4052-86c8-be0fab12e5fc,,,ONLY AVAILABLE IN PAID PLANS,,obituaries,"Gurney, Matt ""Matti"" Korhonen of Surprise, Ariz., March 21. Celebration, June 21, 12 p.m. - 3 p.m., Oxbow Brewing Company, Oxford, ...",https://www.sunjournal.com/wp-content/uploads/sites/11/2018/12/sunjournal-social.jpg,https://www.sunjournal.com/2026/04/19/obituarymatt-matti-korhonen-gurney/,,,sunjournal,Lewiston Sun Journal,Death Notice: Matt “Matti” Korhonen Gurney,,,,ff7df37dfe4af911c0d1221ec6f5d61b,politics,united states of america,,false,,"death notices,user_need: none,none",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/sunjournal.jpg,12472,https://www.sunjournal.com,
NEWSDATA,0c0e6a0a-a242-44cb-8b7c-c34be9fa3115,,,ONLY AVAILABLE IN PAID PLANS,,latimes,Assistant editor Vanessa Franko oversees audience engagement for the Los Angeles Times’ Entertainment and Arts section.,https://i.headtopics.com/images/2026/4/19/latimes/coachella-2026-weekend-2-updates-snoop-sings-beaut-coachella-2026-weekend-2-updates-snoop-sings-beaut-3CF1EE7537CB2F7F8587423AE3C56B4B.webp,https://us.headtopics.com/news/coachella-2026-weekend-2-updates-snoop-sings-beautiful-82398642,,,headtopics,Headtopics,"Coachella 2026 Weekend 2 updates: Snoop sings 'Beautiful' with Giveon; Billy Idol duets with Sombr, the return of Justin Bieber",,,,16ba992edf5dde3bdf4a9e419720151e,"entertainment,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,6b766492-873a-4e38-8be2-51fc33c43123,,,ONLY AVAILABLE IN PAID PLANS,,wbur,"From racing to art making to a colonial fair, here are seven fun things to do with kids around Greater Boston while school's out for April vacation.",https://i.headtopics.com/images/2026/4/19/wbur/it-s-april-break-here-are-7-things-to-do-with-your-it-s-april-break-here-are-7-things-to-do-with-your-3CDC340CEC9585A6A16BBA5602A5C402.webp,https://us.headtopics.com/news/it-s-april-break-here-are-7-things-to-do-with-your-kids-82398634,,,headtopics,Headtopics,It’s April break! Here are 7 things to do with your kids around Greater Boston,,,,ba48caab9466cd69c9b30bb1d9f48cf2,"tourism,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,b24144a1-8f96-454a-8a80-b71c7fc2c67b,"There is no article provided. Please paste the article, and I'll summarize it and suggest a few tags for you.",,ONLY AVAILABLE IN PAID PLANS,,nbcnewyork,A skydiver crashed into the Lane Stadium scoreboard before Virginia Tech’s spring football game Saturday.,https://i.headtopics.com/images/2026/4/19/nbcnewyork/skydiver-crashes-into-scoreboard-before-virginia-t-skydiver-crashes-into-scoreboard-before-virginia-t-1A9B5A51348FEC9450343247AFE229D4.webp,https://us.headtopics.com/news/skydiver-crashes-into-scoreboard-before-virginia-tech-82398669,,,headtopics,Headtopics,Skydiver crashes into scoreboard before Virginia Tech spring game. Watch the dramatic video,,,,0bdc17e00dcdc1faba3ef6d782121fd3,"crime,top",united states of america,,false,,college football,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,0df7896d-7ad4-4a0a-9f97-351f8a542734,,,ONLY AVAILABLE IN PAID PLANS,,kutv2news,"Friends have identified the woman found dead during a police welfare check in Herriman as Linda Paola Zerpa, a Venezuelan mother they described as extraordinary",https://i.headtopics.com/images/2026/4/19/kutv2news/woman-remembered-as-unifying-force-for-latino-comm-woman-remembered-as-unifying-force-for-latino-comm-D83BF0FFE477325EBBEC0EF9D8A5919B.webp,https://us.headtopics.com/news/woman-remembered-as-unifying-force-for-latino-community-82398672,,,headtopics,Headtopics,Woman remembered as unifying force for Latino community after murder-suicide in Herriman,,,,00db8755fc4d18dd30b04d2f3cd644d0,"crime,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,2202249f-4630-4f90-93db-1e2a3694465c,"There is no article provided for summarizing. Please paste the article, and I will summarize it for you and provide a few suggested tags (comma-separated).",,ONLY AVAILABLE IN PAID PLANS,,nypost,,https://i.headtopics.com/images/2026/4/19/nypost/bill-maher-calls-eric-swalwell-a-f-king-creep-says-bill-maher-calls-eric-swalwell-a-f-king-creep-says-21CE9B9608983A1BF15FCCE35DF06F2A.webp,https://us.headtopics.com/news/bill-maher-calls-eric-swalwell-a-f-king-creep-says-he-82398690,,,headtopics,Headtopics,"Bill Maher calls Eric Swalwell a 'f--king creep,' says he 'never liked' the disgraced Democrat",,,,2618d7dc14ffe8b4f1c8adface0ec589,"politics,top",united states of america,,false,,"eric swalwell,bill maher,media,sexual misconduct,california",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,e0f25ff1-b123-42a3-ad31-7cf006739ea9,,,ONLY AVAILABLE IN PAID PLANS,,nypost,,https://i.headtopics.com/images/2026/4/19/nypost/what-travelers-can-do-as-the-iran-war-impacts-flig-what-travelers-can-do-as-the-iran-war-impacts-flig-739A1ED185C94424BFBC990494E0E977.webp,https://us.headtopics.com/news/what-travelers-can-do-as-the-iran-war-impacts-flight-costs-82398686,,,headtopics,Headtopics,What travelers can do as the Iran war impacts flight costs and availability,,,,ec362206214215ed20a65d17eaf5a2e6,"business,top",united states of america,,false,,"iran,donald trump,airlines,american express,strait of hormuz,business",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,8fe53b72-9e08-4773-810f-6a7f13265ff0,,,ONLY AVAILABLE IN PAID PLANS,,mercnews,"Ellie McCuskey-Hay won the 100 (11.78), the long jump (19-6), and anchored the winning 4×100 and 4×400 relay teams to lead St. Ignatius to the CCS Top 8 girls team title.",https://i.headtopics.com/images/2026/4/19/mercnews/monta-vista-high-s-laruelle-equals-best-mark-in-st-monta-vista-high-s-laruelle-equals-best-mark-in-st-62C0A3297ED6A82BA6EE8DE38A6A9DF5.webp,https://us.headtopics.com/news/monta-vista-high-s-laruelle-equals-best-mark-in-state-to-82398685,,,headtopics,Headtopics,Monta Vista High’s Laruelle equals best mark in state to win CCS Top 8 high jump title,,,,4dc3f5d93ea8a5cda5d64983caad887d,"sports,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,4206a13d-fdef-45ee-b0e8-25c47b86319f,"It seems there's no article provided for me to summarize. Please share the article, and I'll do my best to summarize it and suggest tags.",,ONLY AVAILABLE IN PAID PLANS,,usweekly,Naomi Watts recalled the moment one of her kids found some lube in her bedroom as she shared a personal family anecdote,https://i.headtopics.com/images/2026/4/19/usweekly/naomi-watts-details-the-moment-one-of-her-children-naomi-watts-details-the-moment-one-of-her-children-82687862BB6DE139633BA0FCBD3B5423.webp,https://us.headtopics.com/news/naomi-watts-details-the-moment-one-of-her-children-found-82398700,,,headtopics,Headtopics,Naomi Watts Details the Moment One of Her Children Found Lube in Her Bedroom,,,,7d073def948bd04e01bfc7cc2b2cf792,"entertainment,top",united states of america,,false,,united states news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,34ebab80-c6e3-4fd0-b27f-58205a111e76,,,ONLY AVAILABLE IN PAID PLANS,,npr,"President Donald Trump has signed an executive order aimed at increasing the availability of certain psychedelic drugs for treating mental health conditions like depression and anxiety. The order allocates $50 million in federal funds and directs the FDA to fast-track reviews for drugs such as psilocybin and ibogaine, marking a significant shift in government policy regarding these substances. The initiative seeks to address the national mental health crisis and offers potential new treatment avenues for veterans and active military personnel.",https://i.headtopics.com/images/2026/4/19/npr/trump-signs-executive-order-to-expedite-psychedeli-trump-signs-executive-order-to-expedite-psychedeli-2FCB1A68A0651D0CA7C094639CC9E024.webp,https://us.headtopics.com/news/trump-signs-executive-order-to-expedite-psychedelic-drug-82398778,,,headtopics,Headtopics,Trump Signs Executive Order to Expedite Psychedelic Drug Access for Mental Health,,,,d5d0af97fadc301affa031b918d24088,"politics,top",united states of america,,false,,"trump administration,politics,psychedelics,mental health,executive order,fda",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,29b95632-67fb-475d-badf-7bfc3b19822e,"You didn't provide the article. Please share the article, and I will be happy to summarize it and suggest a few tags.",,ONLY AVAILABLE IN PAID PLANS,,thecut,"Donald Trump's recent delivery of McDonald's outside the Oval Office, intended to promote his no tax on tips policy, has drawn criticism for its staged nature and awkward interaction. Despite acknowledging the stunt might have been a bit tacky, Trump defended such political maneuvers as necessary for winning elections.",https://i.headtopics.com/images/2026/4/19/thecut/trump-s-mcdonald-s-delivery-stunt-tacky-but-effect-trump-s-mcdonald-s-delivery-stunt-tacky-but-effect-645AC53499B595DE168A22BD3F341887.webp,https://us.headtopics.com/news/trump-s-mcdonald-s-delivery-stunt-tacky-but-effective-82398775,,,headtopics,Headtopics,Trump's McDonald's Delivery Stunt: Tacky but Effective?,,,,1ff96f0cfd5c4b2616f1c99c06741981,"business,top",united states of america,,false,,"politics,mcdonald's,donald trump,tax policy,political stunt,doordash",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
NEWSDATA,a2e523ea-4d0f-4426-8bed-cce355283973,,,ONLY AVAILABLE IN PAID PLANS,,wtvynews4,"Houston County deputies arrested Lucy Volunteer Fire Department Chief Anthony Paul Westbrook in December, accusing him of stealing about $26,000.",https://i.headtopics.com/images/2026/4/19/wtvynews4/grand-jurors-indict-former-houston-county-fire-chi-grand-jurors-indict-former-houston-county-fire-chi-08A73C3D7717DB6AA9E0E5ED8567D0DB.webp,https://us.headtopics.com/news/grand-jurors-indict-former-houston-county-fire-chief-on-64-82398796,,,headtopics,Headtopics,Grand jurors indict former Houston County fire chief on 64 theft charges,,,,7715d0f6af207b6d13a76bf2f4cf6305,"crime,top",united states of america,,false,,"anthony paul westbrook,houston county",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/headtopics.png,43039,https://headtopics.com,
